Temperature,Humidity,Label
31,31,Hot
40,68,Hot
28,86,Humid
26,95,Humid
25,67,Comfortable
27,53,Comfortable
27,66,Comfortable
26,54,Comfortable
20,56,Comfortable
37,84,Hot
39,75,Hot
18,36,Comfortable
30,40,Comfortable
37,61,Hot
26,48,Comfortable
22,89,Humid
37,54,Hot
29,70,Comfortable
32,91,Hot
40,47,Hot
26,36,Comfortable
29,48,Comfortable
20,32,Comfortable
40,38,Hot
34,41,Hot
37,53,Hot
22,51,Comfortable
34,39,Hot
38,78,Hot
22,35,Comfortable
38,52,Hot
31,87,Hot
29,82,Humid
32,85,Hot
28,82,Humid
18,94,Humid
23,49,Comfortable
22,73,Comfortable
19,38,Comfortable
23,30,Comfortable
26,83,Humid
31,85,Hot
34,43,Hot
36,49,Hot
24,30,Comfortable
25,45,Comfortable
23,74,Comfortable
22,33,Comfortable
40,77,Hot
20,78,Humid
26,51,Comfortable
21,66,Comfortable
36,72,Hot
40,45,Hot
24,71,Comfortable
37,60,Hot
30,54,Comfortable
24,33,Comfortable
29,48,Comfortable
27,87,Humid
28,76,Humid
31,75,Hot
28,93,Humid
34,49,Hot
25,44,Comfortable
20,55,Comfortable
28,38,Comfortable
21,30,Comfortable
35,83,Hot
29,41,Comfortable
36,71,Hot
27,72,Comfortable
32,76,Hot
22,66,Comfortable
21,35,Comfortable
35,40,Hot
32,85,Hot
25,90,Humid
31,46,Hot
40,82,Hot
32,58,Hot
18,46,Comfortable
28,81,Humid
22,52,Comfortable
28,91,Humid
39,53,Hot
19,63,Comfortable
19,44,Comfortable
27,87,Humid
28,65,Comfortable
24,82,Humid
30,88,Humid
18,78,Humid
25,67,Comfortable
21,39,Comfortable
34,60,Hot
33,71,Hot
29,66,Comfortable
38,37,Hot
23,85,Humid
39,31,Hot
32,69,Hot
19,58,Comfortable
29,93,Humid
27,68,Comfortable
30,68,Comfortable
33,54,Hot
29,77,Humid
35,38,Hot
29,45,Comfortable
30,63,Comfortable
19,67,Comfortable
22,35,Comfortable
31,60,Hot
29,87,Humid
39,58,Hot
35,80,Hot
35,40,Hot
24,78,Humid
33,70,Hot
32,83,Hot
35,33,Hot
37,53,Hot
38,46,Hot
21,91,Humid
21,62,Comfortable
22,41,Comfortable
28,56,Comfortable
26,37,Comfortable
32,39,Hot
32,33,Hot
27,85,Humid
33,38,Hot
20,90,Humid
30,93,Humid
21,81,Humid
32,67,Hot
25,48,Comfortable
21,83,Humid
30,56,Comfortable
40,87,Hot
20,56,Comfortable
29,86,Humid
18,54,Comfortable
34,79,Hot
38,62,Hot
35,39,Hot
33,66,Hot
33,90,Hot
34,69,Hot
29,67,Comfortable
27,53,Comfortable
39,89,Hot
21,50,Comfortable
20,72,Comfortable
25,57,Comfortable
24,65,Comfortable
40,95,Hot
35,78,Hot
26,35,Comfortable
37,55,Hot
32,85,Hot
32,81,Hot
35,95,Hot
37,54,Hot
38,75,Hot
37,81,Hot
21,93,Humid
30,93,Humid
21,44,Comfortable
32,31,Hot
25,48,Comfortable
26,56,Comfortable
40,73,Hot
26,70,Comfortable
28,36,Comfortable
23,32,Comfortable
28,85,Humid
32,50,Hot
38,51,Hot
37,61,Hot
26,53,Comfortable
34,56,Hot
40,76,Hot
38,65,Hot
33,57,Hot
18,86,Humid
27,66,Comfortable
28,88,Humid
20,89,Humid
38,40,Hot
31,76,Hot
36,56,Hot
27,50,Comfortable
20,65,Comfortable
22,73,Comfortable
30,88,Humid
39,75,Hot
29,83,Humid
19,75,Comfortable
40,61,Hot
25,37,Comfortable
22,40,Comfortable
28,78,Humid
26,56,Comfortable
21,66,Comfortable
26,72,Comfortable
28,64,Comfortable
26,77,Humid
23,91,Humid
40,76,Hot
40,83,Hot
35,94,Hot
18,32,Comfortable
36,49,Hot
29,67,Comfortable
34,69,Hot
32,60,Hot
31,54,Hot
24,87,Humid
20,88,Humid
27,95,Humid
30,60,Comfortable
39,41,Hot
24,75,Comfortable
26,72,Comfortable
34,43,Hot
25,51,Comfortable
19,45,Comfortable
28,50,Comfortable
25,69,Comfortable
18,72,Comfortable
33,45,Hot
32,89,Hot
31,34,Hot
28,52,Comfortable
35,35,Hot
21,48,Comfortable
35,82,Hot
24,64,Comfortable
37,92,Hot
19,82,Humid
30,84,Humid
29,31,Comfortable
32,82,Hot
31,50,Hot
37,52,Hot
37,59,Hot
20,36,Comfortable
35,59,Hot
19,89,Humid
28,85,Humid
36,40,Hot
30,65,Comfortable
31,79,Hot
30,41,Comfortable
31,46,Hot
29,42,Comfortable
33,47,Hot
20,70,Comfortable
23,58,Comfortable
25,70,Comfortable
29,76,Humid
29,34,Comfortable
36,61,Hot
20,86,Humid
25,54,Comfortable
24,70,Comfortable
32,56,Hot
35,88,Hot
30,40,Comfortable
20,93,Humid
36,51,Hot
24,94,Humid
35,44,Hot
25,33,Comfortable
31,40,Hot
20,69,Comfortable
40,89,Hot
29,86,Humid
25,56,Comfortable
24,87,Humid
38,77,Hot
18,40,Comfortable
36,73,Hot
38,37,Hot
31,46,Hot
31,38,Hot
38,62,Hot
30,33,Comfortable
33,36,Hot
18,43,Comfortable
37,69,Hot
34,71,Hot
19,70,Comfortable
29,78,Humid
26,30,Comfortable
39,56,Hot
19,62,Comfortable
32,85,Hot
29,71,Comfortable
31,89,Hot
29,39,Comfortable
20,30,Comfortable
27,34,Comfortable
26,68,Comfortable
34,87,Hot
38,80,Hot
27,47,Comfortable
34,78,Hot
20,61,Comfortable
29,88,Humid
24,43,Comfortable
20,58,Comfortable
35,31,Hot
27,55,Comfortable
25,31,Comfortable
39,94,Hot
35,72,Hot
29,58,Comfortable
35,83,Hot
18,94,Humid
38,86,Hot
18,60,Comfortable
24,45,Comfortable
39,36,Hot
21,92,Humid
35,32,Hot
22,39,Comfortable
23,84,Humid
27,74,Comfortable
18,93,Humid
18,52,Comfortable
36,34,Hot
20,36,Comfortable
26,35,Comfortable
23,61,Comfortable
35,74,Hot
21,87,Humid
26,86,Humid
19,94,Humid
38,94,Hot
22,46,Comfortable
23,79,Humid
36,32,Hot
37,76,Hot
18,70,Comfortable
22,63,Comfortable
29,81,Humid
39,38,Hot
35,47,Hot
35,68,Hot
24,84,Humid
21,43,Comfortable
39,73,Hot
25,78,Humid
31,62,Hot
39,41,Hot
28,32,Comfortable
31,94,Hot
33,94,Hot
28,61,Comfortable
34,55,Hot
18,30,Comfortable
18,34,Comfortable
23,62,Comfortable
40,83,Hot
35,57,Hot
21,84,Humid
40,64,Hot
23,84,Humid
23,43,Comfortable
37,57,Hot
39,36,Hot
38,90,Hot
37,69,Hot
19,72,Comfortable
24,51,Comfortable
22,36,Comfortable
26,89,Humid
36,68,Hot
22,62,Comfortable
27,38,Comfortable
25,32,Comfortable
33,52,Hot
39,86,Hot
24,62,Comfortable
32,68,Hot
28,48,Comfortable
22,38,Comfortable
33,61,Hot
31,94,Hot
24,37,Comfortable
21,38,Comfortable
18,86,Humid
32,89,Hot
26,66,Comfortable
27,40,Comfortable
19,68,Comfortable
28,44,Comfortable
28,52,Comfortable
33,71,Hot
36,71,Hot
26,91,Humid
33,35,Hot
29,57,Comfortable
27,61,Comfortable
20,69,Comfortable
19,86,Humid
35,78,Hot
32,90,Hot
40,41,Hot
40,87,Hot
20,65,Comfortable
21,42,Comfortable
21,35,Comfortable
40,56,Hot
22,51,Comfortable
33,43,Hot
19,48,Comfortable
36,37,Hot
35,85,Hot
30,39,Comfortable
24,51,Comfortable
18,45,Comfortable
32,89,Hot
38,95,Hot
27,62,Comfortable
23,30,Comfortable
30,57,Comfortable
40,79,Hot
18,82,Humid
35,75,Hot
31,46,Hot
34,55,Hot
28,70,Comfortable
33,68,Hot
20,88,Humid
35,69,Hot
34,81,Hot
32,82,Hot
35,49,Hot
37,79,Hot
18,31,Comfortable
27,43,Comfortable
35,77,Hot
25,31,Comfortable
18,47,Comfortable
22,43,Comfortable
26,53,Comfortable
29,74,Comfortable
38,49,Hot
28,52,Comfortable
30,38,Comfortable
29,56,Comfortable
28,90,Humid
20,91,Humid
29,79,Humid
31,45,Hot
27,84,Humid
28,39,Comfortable
32,61,Hot
34,45,Hot
24,33,Comfortable
20,66,Comfortable
25,65,Comfortable
38,51,Hot
24,91,Humid
30,31,Comfortable
40,76,Hot
39,75,Hot
31,57,Hot
20,68,Comfortable
28,35,Comfortable
35,42,Hot
35,80,Hot
19,70,Comfortable
32,38,Hot
36,43,Hot
37,83,Hot
39,43,Hot
39,34,Hot
23,36,Comfortable
24,81,Humid
27,66,Comfortable
36,61,Hot
38,95,Hot
27,46,Comfortable
22,38,Comfortable
40,79,Hot
24,86,Humid
37,75,Hot
37,42,Hot
26,84,Humid
22,54,Comfortable
38,83,Hot
32,45,Hot
21,57,Comfortable
30,44,Comfortable
30,81,Humid
36,52,Hot
36,85,Hot
19,41,Comfortable
35,73,Hot
19,45,Comfortable
22,52,Comfortable
32,74,Hot
29,94,Humid
26,91,Humid
35,58,Hot
31,41,Hot
22,30,Comfortable
25,50,Comfortable
31,65,Hot
25,79,Humid
25,46,Comfortable
19,84,Humid
29,73,Comfortable
29,58,Comfortable
35,63,Hot
19,43,Comfortable
35,48,Hot
38,37,Hot
35,57,Hot
29,64,Comfortable
34,54,Hot
33,30,Hot
21,82,Humid
29,71,Comfortable
36,43,Hot
36,63,Hot
30,44,Comfortable
19,45,Comfortable
20,76,Humid
33,89,Hot
33,83,Hot
21,51,Comfortable
32,81,Hot
28,46,Comfortable
21,82,Humid
33,60,Hot
32,63,Hot
18,82,Humid
28,39,Comfortable
21,42,Comfortable
37,65,Hot
39,81,Hot
24,57,Comfortable
22,46,Comfortable
29,66,Comfortable
26,69,Comfortable
23,51,Comfortable
38,44,Hot
37,77,Hot
19,32,Comfortable
39,39,Hot
26,39,Comfortable
36,73,Hot
26,89,Humid
34,38,Hot
25,40,Comfortable
25,85,Humid
40,59,Hot
37,77,Hot
26,53,Comfortable
22,35,Comfortable
37,37,Hot
38,51,Hot
35,75,Hot
39,94,Hot
33,31,Hot
36,43,Hot
40,45,Hot
26,63,Comfortable
34,63,Hot
26,67,Comfortable
37,78,Hot
31,55,Hot
33,65,Hot
32,64,Hot
24,85,Humid
23,89,Humid
38,85,Hot
24,78,Humid
24,95,Humid
33,67,Hot
31,42,Hot
21,37,Comfortable
38,65,Hot
25,89,Humid
37,71,Hot
31,63,Hot
30,89,Humid
37,83,Hot
29,50,Comfortable
35,66,Hot
36,48,Hot
33,53,Hot
29,69,Comfortable
33,75,Hot
27,36,Comfortable
31,40,Hot
32,94,Hot
25,36,Comfortable
18,39,Comfortable
28,55,Comfortable
31,82,Hot
32,57,Hot
33,88,Hot
19,62,Comfortable
39,80,Hot
29,79,Humid
25,70,Comfortable
25,81,Humid
31,80,Hot
30,33,Comfortable
22,34,Comfortable
18,94,Humid
22,83,Humid
25,88,Humid
29,44,Comfortable
36,61,Hot
27,35,Comfortable
36,85,Hot
26,59,Comfortable
25,44,Comfortable
32,71,Hot
22,89,Humid
23,72,Comfortable
38,82,Hot
26,72,Comfortable
19,46,Comfortable
22,73,Comfortable
38,58,Hot
27,74,Comfortable
19,58,Comfortable
32,44,Hot
39,73,Hot
31,78,Hot
29,90,Humid
31,30,Hot
27,30,Comfortable
21,54,Comfortable
18,72,Comfortable
31,54,Hot
37,90,Hot
21,85,Humid
40,68,Hot
37,67,Hot
30,50,Comfortable
29,55,Comfortable
27,31,Comfortable
20,53,Comfortable
26,54,Comfortable
27,34,Comfortable
24,62,Comfortable
27,55,Comfortable
26,47,Comfortable
18,93,Humid
38,74,Hot
34,49,Hot
37,36,Hot
26,50,Comfortable
19,88,Humid
21,63,Comfortable
40,70,Hot
19,73,Comfortable
32,47,Hot
32,40,Hot
39,41,Hot
23,93,Humid
30,86,Humid
18,65,Comfortable
24,46,Comfortable
29,34,Comfortable
33,44,Hot
18,61,Comfortable
19,77,Humid
35,44,Hot
40,73,Hot
23,73,Comfortable
39,67,Hot
36,82,Hot
40,66,Hot
30,42,Comfortable
31,81,Hot
36,58,Hot
34,31,Hot
40,56,Hot
29,47,Comfortable
25,68,Comfortable
30,87,Humid
27,47,Comfortable
19,60,Comfortable
35,95,Hot
35,64,Hot
39,69,Hot
24,88,Humid
29,49,Comfortable
33,36,Hot
38,80,Hot
30,82,Humid
29,83,Humid
25,30,Comfortable
18,70,Comfortable
39,46,Hot
35,41,Hot
31,73,Hot
31,83,Hot
36,72,Hot
33,94,Hot
30,83,Humid
34,76,Hot
32,86,Hot
40,64,Hot
29,37,Comfortable
28,49,Comfortable
28,48,Comfortable
24,79,Humid
37,74,Hot
36,56,Hot
28,89,Humid
27,42,Comfortable
25,67,Comfortable
19,93,Humid
29,50,Comfortable
21,55,Comfortable
24,35,Comfortable
29,46,Comfortable
18,69,Comfortable
27,61,Comfortable
20,51,Comfortable
25,95,Humid
22,30,Comfortable
40,76,Hot
40,50,Hot
22,50,Comfortable
37,69,Hot
21,54,Comfortable
22,50,Comfortable
33,71,Hot
21,88,Humid
28,80,Humid
28,94,Humid
30,47,Comfortable
22,77,Humid
28,45,Comfortable
37,63,Hot
38,45,Hot
18,91,Humid
36,42,Hot
25,40,Comfortable
36,77,Hot
23,35,Comfortable
37,77,Hot
23,31,Comfortable
30,35,Comfortable
31,30,Hot
27,58,Comfortable
24,85,Humid
32,58,Hot
33,53,Hot
18,79,Humid
39,58,Hot
40,38,Hot
26,40,Comfortable
19,78,Humid
19,88,Humid
26,58,Comfortable
29,49,Comfortable
40,50,Hot
36,44,Hot
40,95,Hot
20,86,Humid
32,63,Hot
32,82,Hot
18,85,Humid
26,68,Comfortable
35,44,Hot
30,62,Comfortable
23,57,Comfortable
31,95,Hot
35,65,Hot
33,39,Hot
19,89,Humid
22,63,Comfortable
32,69,Hot
37,47,Hot
20,66,Comfortable
40,75,Hot
29,42,Comfortable
34,74,Hot
35,88,Hot
35,70,Hot
37,47,Hot
21,67,Comfortable
30,77,Humid
23,34,Comfortable
23,85,Humid
22,69,Comfortable
23,38,Comfortable
37,93,Hot
31,63,Hot
35,84,Hot
28,55,Comfortable
28,45,Comfortable
22,51,Comfortable
20,87,Humid
36,55,Hot
40,44,Hot
28,86,Humid
36,52,Hot
26,45,Comfortable
34,52,Hot
28,47,Comfortable
24,51,Comfortable
35,58,Hot
40,64,Hot
25,40,Comfortable
26,47,Comfortable
18,67,Comfortable
36,44,Hot
33,74,Hot
36,92,Hot
31,72,Hot
33,47,Hot
36,46,Hot
19,43,Comfortable
30,63,Comfortable
34,39,Hot
25,53,Comfortable
39,89,Hot
36,44,Hot
28,65,Comfortable
35,92,Hot
24,39,Comfortable
25,51,Comfortable
20,35,Comfortable
29,74,Comfortable
33,95,Hot
37,49,Hot
22,39,Comfortable
18,36,Comfortable
35,47,Hot
35,57,Hot
31,88,Hot
26,44,Comfortable
30,46,Comfortable
31,78,Hot
23,60,Comfortable
34,69,Hot
29,65,Comfortable
24,49,Comfortable
23,61,Comfortable
20,79,Humid
34,44,Hot
30,92,Humid
22,88,Humid
39,49,Hot
39,54,Hot
25,35,Comfortable
22,49,Comfortable
34,41,Hot
20,65,Comfortable
32,51,Hot
33,35,Hot
36,63,Hot
27,41,Comfortable
37,66,Hot
31,57,Hot
29,86,Humid
36,83,Hot
26,49,Comfortable
21,62,Comfortable
39,56,Hot
21,34,Comfortable
35,34,Hot
27,36,Comfortable
28,35,Comfortable
30,45,Comfortable
39,64,Hot
27,70,Comfortable
27,59,Comfortable
22,72,Comfortable
25,78,Humid
22,76,Humid
24,51,Comfortable
39,36,Hot
22,62,Comfortable
34,49,Hot
32,90,Hot
31,48,Hot
36,79,Hot
40,66,Hot
23,81,Humid
23,92,Humid
35,40,Hot
21,75,Comfortable
19,65,Comfortable
19,51,Comfortable
18,42,Comfortable
25,91,Humid
32,65,Hot
22,52,Comfortable
19,90,Humid
20,89,Humid
22,86,Humid
25,79,Humid
27,34,Comfortable
20,31,Comfortable
31,93,Hot
23,88,Humid
33,56,Hot
23,47,Comfortable
39,52,Hot
19,51,Comfortable
29,89,Humid
34,49,Hot
27,75,Comfortable
26,42,Comfortable
26,38,Comfortable
19,34,Comfortable
18,34,Comfortable
20,73,Comfortable
23,35,Comfortable
26,86,Humid
35,43,Hot
20,41,Comfortable
22,56,Comfortable
19,43,Comfortable
18,51,Comfortable
25,34,Comfortable
38,91,Hot
33,81,Hot
25,84,Humid
27,32,Comfortable
38,92,Hot
40,74,Hot
30,53,Comfortable
36,94,Hot
23,80,Humid
38,73,Hot
25,49,Comfortable
33,64,Hot
27,73,Comfortable
37,81,Hot
37,45,Hot
27,44,Comfortable
39,57,Hot
34,95,Hot
27,75,Comfortable
24,64,Comfortable
34,39,Hot
33,39,Hot
27,40,Comfortable
19,65,Comfortable
27,53,Comfortable
40,51,Hot
37,72,Hot
27,37,Comfortable
39,61,Hot
19,78,Humid
38,61,Hot
36,44,Hot
29,77,Humid
20,34,Comfortable
23,48,Comfortable
28,48,Comfortable
27,75,Comfortable
27,94,Humid
35,62,Hot
20,41,Comfortable
33,85,Hot
37,92,Hot
29,53,Comfortable
29,75,Comfortable
28,37,Comfortable
19,83,Humid
32,72,Hot
38,65,Hot
30,46,Comfortable
27,82,Humid
37,78,Hot
23,69,Comfortable
35,73,Hot
23,74,Comfortable
35,38,Hot
18,80,Humid
27,68,Comfortable
20,95,Humid
20,87,Humid
26,86,Humid
34,95,Hot
18,33,Comfortable
33,45,Hot
26,42,Comfortable
20,51,Comfortable
35,38,Hot
19,70,Comfortable
33,42,Hot
27,95,Humid
24,90,Humid
19,39,Comfortable
29,68,Comfortable
35,77,Hot
38,89,Hot
39,49,Hot
24,79,Humid
20,69,Comfortable
25,56,Comfortable
29,33,Comfortable
22,95,Humid
23,68,Comfortable
32,42,Hot
30,78,Humid
21,87,Humid
35,82,Hot
40,44,Hot
25,38,Comfortable
38,65,Hot
28,85,Humid
32,50,Hot
29,51,Comfortable
22,43,Comfortable
37,66,Hot
40,30,Hot
18,95,Humid
34,92,Hot
24,56,Comfortable
39,63,Hot
36,33,Hot
25,67,Comfortable
24,84,Humid
40,45,Hot
36,45,Hot
23,94,Humid
37,57,Hot
28,84,Humid
36,93,Hot
35,46,Hot
21,53,Comfortable
20,63,Comfortable
24,93,Humid
32,83,Hot
38,47,Hot
37,66,Hot
24,80,Humid
18,66,Comfortable
34,52,Hot
21,65,Comfortable
28,40,Comfortable
40,70,Hot
34,86,Hot
37,82,Hot
24,48,Comfortable
24,58,Comfortable
26,95,Humid
26,51,Comfortable
33,50,Hot
33,58,Hot
30,70,Comfortable
38,44,Hot
34,31,Hot
38,81,Hot
37,45,Hot
20,31,Comfortable
40,63,Hot
23,54,Comfortable
38,42,Hot
36,67,Hot
32,63,Hot
19,35,Comfortable
34,83,Hot
25,44,Comfortable
20,64,Comfortable
38,87,Hot
35,88,Hot
34,62,Hot
37,30,Hot
30,53,Comfortable
38,41,Hot
20,93,Humid
18,42,Comfortable
25,57,Comfortable
28,53,Comfortable
34,93,Hot
25,45,Comfortable
28,68,Comfortable
19,78,Humid
26,68,Comfortable
23,71,Comfortable
33,34,Hot
22,86,Humid
19,71,Comfortable
22,49,Comfortable
31,56,Hot
19,54,Comfortable
26,32,Comfortable
24,41,Comfortable
36,55,Hot
35,38,Hot
31,67,Hot
40,72,Hot
21,91,Humid
37,72,Hot
30,75,Comfortable
19,49,Comfortable
27,45,Comfortable
32,32,Hot
18,75,Comfortable
18,55,Comfortable
21,61,Comfortable
26,88,Humid
22,93,Humid
24,91,Humid
25,51,Comfortable
37,76,Hot
19,80,Humid
24,48,Comfortable
19,37,Comfortable
26,64,Comfortable
27,80,Humid
30,65,Comfortable
37,84,Hot
30,84,Humid
21,81,Humid
38,75,Hot
37,95,Hot
37,53,Hot
37,55,Hot
36,45,Hot
28,55,Comfortable
38,84,Hot
29,88,Humid
28,92,Humid
38,43,Hot
36,41,Hot
36,64,Hot
38,36,Hot
38,47,Hot
33,91,Hot
38,41,Hot
40,48,Hot
30,55,Comfortable
37,79,Hot
30,60,Comfortable
21,69,Comfortable
29,35,Comfortable
20,91,Humid
23,48,Comfortable
38,68,Hot
26,40,Comfortable
38,74,Hot
37,46,Hot
28,78,Humid
25,63,Comfortable
35,41,Hot
35,51,Hot
37,86,Hot
18,85,Humid
25,52,Comfortable
24,93,Humid
26,80,Humid
28,33,Comfortable
39,34,Hot
25,39,Comfortable
26,43,Comfortable
29,43,Comfortable
20,46,Comfortable
31,49,Hot
39,44,Hot
27,68,Comfortable
35,56,Hot
30,88,Humid
18,34,Comfortable
32,30,Hot
39,84,Hot
30,41,Comfortable
37,64,Hot
22,90,Humid
35,73,Hot
28,72,Comfortable
37,57,Hot
31,39,Hot
24,42,Comfortable
20,68,Comfortable
37,36,Hot
37,69,Hot
39,84,Hot
18,67,Comfortable
32,37,Hot
19,93,Humid
40,71,Hot
18,44,Comfortable
23,39,Comfortable
26,44,Comfortable
35,30,Hot
23,67,Comfortable
31,43,Hot
35,95,Hot
20,72,Comfortable
38,85,Hot
20,79,Humid
36,54,Hot
31,37,Hot
38,44,Hot
27,37,Comfortable
33,42,Hot
23,81,Humid
30,66,Comfortable
33,74,Hot
22,83,Humid
18,92,Humid
39,40,Hot
34,58,Hot
30,91,Humid
38,45,Hot
29,66,Comfortable
40,69,Hot
27,33,Comfortable
27,92,Humid
25,70,Comfortable
25,58,Comfortable
38,45,Hot
21,71,Comfortable
27,89,Humid
36,65,Hot
18,33,Comfortable
18,75,Comfortable
30,52,Comfortable
22,44,Comfortable
23,46,Comfortable
28,94,Humid
28,74,Comfortable
33,88,Hot
27,88,Humid
38,63,Hot
35,95,Hot
35,83,Hot
38,78,Hot
36,86,Hot
32,47,Hot
19,84,Humid
38,69,Hot
18,47,Comfortable
19,59,Comfortable
40,63,Hot
31,93,Hot
32,71,Hot
37,33,Hot
20,62,Comfortable
27,73,Comfortable
28,50,Comfortable
34,81,Hot
27,50,Comfortable
34,39,Hot
30,51,Comfortable
34,79,Hot
23,49,Comfortable
37,31,Hot
38,90,Hot
25,39,Comfortable
18,77,Humid
24,50,Comfortable
27,52,Comfortable
39,67,Hot
20,37,Comfortable
22,79,Humid
37,50,Hot
35,78,Hot
20,91,Humid
32,33,Hot
28,71,Comfortable
23,39,Comfortable
34,73,Hot
32,70,Hot
23,31,Comfortable
40,55,Hot
33,94,Hot
26,32,Comfortable
23,49,Comfortable
33,67,Hot
28,45,Comfortable
40,33,Hot
34,36,Hot
35,43,Hot
32,47,Hot
27,92,Humid
26,95,Humid
37,30,Hot
32,70,Hot
38,76,Hot
34,74,Hot
28,66,Comfortable
27,58,Comfortable
34,46,Hot
21,61,Comfortable
20,63,Comfortable
37,74,Hot
30,49,Comfortable
22,60,Comfortable
40,65,Hot
29,42,Comfortable
30,89,Humid
25,70,Comfortable
25,46,Comfortable
40,56,Hot
21,39,Comfortable
29,64,Comfortable
20,81,Humid
32,85,Hot
22,93,Humid
30,37,Comfortable
18,34,Comfortable
29,78,Humid
29,80,Humid
24,92,Humid
29,46,Comfortable
38,88,Hot
32,33,Hot
33,30,Hot
18,88,Humid
27,40,Comfortable
38,34,Hot
23,94,Humid
23,65,Comfortable
32,53,Hot
28,62,Comfortable
32,56,Hot
21,72,Comfortable
21,80,Humid
20,81,Humid
26,95,Humid
36,61,Hot
30,56,Comfortable
26,83,Humid
29,80,Humid
24,81,Humid
18,74,Comfortable
39,69,Hot
31,65,Hot
36,85,Hot
37,44,Hot
23,90,Humid
26,76,Humid
40,50,Hot
33,59,Hot
34,50,Hot
23,50,Comfortable
40,40,Hot
21,68,Comfortable
29,67,Comfortable
30,49,Comfortable
40,43,Hot
37,89,Hot
23,69,Comfortable
34,43,Hot
21,43,Comfortable
24,75,Comfortable
28,37,Comfortable
22,67,Comfortable
19,50,Comfortable
19,94,Humid
29,68,Comfortable
26,35,Comfortable
40,50,Hot
23,34,Comfortable
23,79,Humid
28,55,Comfortable
28,35,Comfortable
36,56,Hot
28,30,Comfortable
27,36,Comfortable
23,53,Comfortable
19,68,Comfortable
30,59,Comfortable
34,42,Hot
18,31,Comfortable
39,58,Hot
29,86,Humid
36,86,Hot
34,80,Hot
22,41,Comfortable
37,44,Hot
30,90,Humid
21,91,Humid
36,64,Hot
24,47,Comfortable
24,81,Humid
25,82,Humid
21,93,Humid
28,81,Humid
22,63,Comfortable
26,54,Comfortable
21,57,Comfortable
32,55,Hot
23,76,Humid
40,91,Hot
32,36,Hot
27,69,Comfortable
40,64,Hot
30,73,Comfortable
20,90,Humid
26,41,Comfortable
31,33,Hot
29,46,Comfortable
37,86,Hot
35,95,Hot
39,30,Hot
37,60,Hot
34,86,Hot
28,75,Comfortable
28,49,Comfortable
30,63,Comfortable
24,49,Comfortable
26,71,Comfortable
36,49,Hot
33,58,Hot
32,44,Hot
35,38,Hot
38,77,Hot
38,90,Hot
19,89,Humid
40,57,Hot
33,51,Hot
35,89,Hot
22,45,Comfortable
33,78,Hot
30,42,Comfortable
23,74,Comfortable
34,56,Hot
21,48,Comfortable
18,38,Comfortable
36,54,Hot
22,46,Comfortable
35,55,Hot
36,68,Hot
36,86,Hot
28,81,Humid
23,74,Comfortable
39,66,Hot
20,74,Comfortable
28,74,Comfortable
37,74,Hot
32,38,Hot
27,40,Comfortable
22,76,Humid
35,52,Hot
23,42,Comfortable
26,72,Comfortable
21,75,Comfortable
19,77,Humid
29,32,Comfortable
32,44,Hot
24,71,Comfortable
37,46,Hot
21,45,Comfortable
37,45,Hot
22,69,Comfortable
40,38,Hot
22,32,Comfortable
18,31,Comfortable
25,69,Comfortable
18,66,Comfortable
36,32,Hot
30,40,Comfortable
26,32,Comfortable
23,39,Comfortable
37,58,Hot
37,32,Hot
34,41,Hot
31,60,Hot
24,68,Comfortable
24,78,Humid
40,50,Hot
19,84,Humid
33,78,Hot
40,64,Hot
23,72,Comfortable
36,88,Hot
20,87,Humid
24,66,Comfortable
40,79,Hot
21,38,Comfortable
27,81,Humid
33,87,Hot
33,31,Hot
27,91,Humid
22,92,Humid
23,89,Humid
32,36,Hot
22,64,Comfortable
33,72,Hot
19,34,Comfortable
40,75,Hot
36,67,Hot
18,73,Comfortable
33,67,Hot
36,79,Hot
23,50,Comfortable
29,88,Humid
29,71,Comfortable
20,87,Humid
37,40,Hot
26,39,Comfortable
29,91,Humid
26,47,Comfortable
25,84,Humid
34,50,Hot
23,62,Comfortable
37,50,Hot
33,90,Hot
21,80,Humid
23,94,Humid
40,30,Hot
26,95,Humid
28,56,Comfortable
24,61,Comfortable
34,74,Hot
39,63,Hot
38,89,Hot
29,31,Comfortable
21,57,Comfortable
40,47,Hot
39,45,Hot
22,47,Comfortable
19,95,Humid
18,48,Comfortable
36,57,Hot
28,64,Comfortable
18,82,Humid
35,77,Hot
27,72,Comfortable
18,31,Comfortable
34,66,Hot
33,92,Hot
20,76,Humid
27,66,Comfortable
31,66,Hot
33,46,Hot
26,92,Humid
21,61,Comfortable
39,56,Hot
36,51,Hot
30,57,Comfortable
39,77,Hot
39,48,Hot
23,41,Comfortable
27,51,Comfortable
32,58,Hot
29,52,Comfortable
19,80,Humid
25,50,Comfortable
29,58,Comfortable
21,79,Humid
32,65,Hot
37,86,Hot
31,35,Hot
27,36,Comfortable
36,86,Hot
20,40,Comfortable
38,39,Hot
18,47,Comfortable
18,85,Humid
23,84,Humid
39,67,Hot
19,64,Comfortable
39,36,Hot
30,90,Humid
36,66,Hot
36,74,Hot
23,95,Humid
40,58,Hot
29,88,Humid
30,87,Humid
22,77,Humid
35,77,Hot
24,53,Comfortable
38,36,Hot
22,78,Humid
40,66,Hot
18,48,Comfortable
25,81,Humid
29,70,Comfortable
38,53,Hot
29,71,Comfortable
30,50,Comfortable
40,56,Hot
35,65,Hot
38,71,Hot
31,63,Hot
